中 B-name
及 O
检 O
验 O
规 O
則 O
3 O
术 B-definition
语 I-definition
和 I-definition
定 I-definition
义 I-definition
下 I-definition
列 I-definition
术 I-definition
语 I-definition
和 I-definition
定 I-definition
义 I-definition
适 I-definition
用 I-definition
于 I-definition
本 I-definition
文 I-definition
件 I-definition
3 I-definition
. I-definition
1 I-definition
家 I-definition
用 I-definition
燃 I-definition
气 I-definition
器 I-definition
具 I-definition
旋 I-definition
塞 I-definition
阀 I-definition
总 I-definition
成 I-definition
c I-definition
o I-definition
c I-definition
k I-definition
a I-definition
s I-definition
s I-definition
e I-definition
m I-definition
b I-definition
l I-definition
y I-definition
f I-definition
o I-definition
r I-definition
d I-definition
o I-definition
m I-definition
e I-definition
s I-definition
t I-definition
i I-definition
c I-definition
g I-definition
a I-definition
s I-definition
a I-definition
p I-definition
p I-definition
l I-definition
i I-definition
a I-definition
n I-definition
c I-definition
e I-definition
以 I-definition
手 I-definition
动 I-definition
调 I-definition
节 I-definition
、 I-definition
具 I-definition
有 I-definition
关 I-definition
闭 I-definition
功 I-definition
能 I-definition
的 I-definition
旋 I-definition
塞 I-definition
阀 I-definition
为 I-definition
主 I-definition
体 I-definition
， I-definition
根 I-definition
据 I-definition
适 I-definition
用 I-definition
的 I-definition
家 I-definition
用 I-definition
燃 I-definition
气 I-definition
器 I-definition
具 I-definition
特 I-definition
殊 I-definition
功 I-definition
能 I-definition
要 I-definition
求 I-definition
， I-definition
配 I-definition
以 I-definition
相 I-definition
应 I-definition
的 I-definition
附 I-definition
加 I-definition
装 I-definition
置 I-definition
并 I-definition
成 I-definition
为 I-definition
一 I-definition
个 I-definition
整 I-definition
体 I-definition
的 I-definition
控 I-definition
制 I-definition
装 I-definition
置 I-definition
阀 I-definition
总 I-definition
成 I-definition
上 I-definition
通 I-definition
用 I-definition
部 I-definition
件 I-definition
示 I-definition
意 I-definition
图 I-definition
见 I-definition
图 I-definition
1 I-definition
～ I-definition
图 I-definition
3 I-definition
， I-definition
3 I-definition
. I-definition
2 I-definition
附 I-definition
加 I-definition
装 I-definition
置 I-definition
a I-definition
d I-definition
d I-definition
i I-definition
t I-definition
i I-definition
o I-definition
n I-definition
a I-definition
l I-definition
d I-definition
e I-definition
v I-definition
i I-definition
c I-definition
e I-definition
具 I-definition
有 I-definition
满 I-definition
足 I-definition
家 I-definition
用 I-definition
燃 I-definition
气 I-definition
器 I-definition
具 I-definition
特 I-definition
殊 I-definition
要 I-definition
求 I-definition
功 I-definition
能 I-definition
的 I-definition
装 I-definition
置 I-definition
， I-definition
包 I-definition
括 I-definition
压 I-definition
电 I-definition
式 I-definition
点 I-definition
火 I-definition
器 I-definition
、 I-definition
微 I-definition
动 I-definition
开 I-definition
关 I-definition
， I-definition
热 I-definition
电 I-definition
式 I-definition
熄 I-definition
火 I-definition
保 I-definition
护 I-definition
装 I-definition
置 I-definition
、 I-definition
机 I-definition
械 I-definition
恒 I-definition
温 I-definition
器 I-definition
等 I-definition
3 I-definition
. I-definition
3 I-definition
机 I-definition
械 I-definition
恒 I-definition
温 I-definition
器 I-definition
m I-definition
e I-definition
c I-definition
h I-definition
a I-definition
n I-definition
i I-definition
c I-definition
a I-definition
l I-definition
t I-definition
h I-definition
e I-definition
r I-definition
m I-definition
o I-definition
s I-definition
t I-definition
a I-definition
t I-definition
通 I-definition
过 I-definition
温 I-definition
度 I-definition
传 I-definition
感 I-definition
器 I-definition
调 I-definition
节 I-definition
气 I-definition
流 I-definition
使 I-definition
温 I-definition
度 I-definition
保 I-definition
持 I-definition
在 I-definition
规 I-definition
定 I-definition
范 I-definition
围 I-definition
内 I-definition
的 I-definition
一 I-definition
种 I-definition
温 I-definition
度 I-definition
控 I-definition
制 I-definition
装 I-definition
置 I-definition
， I-definition
包 I-definition
括 I-definition
设 I-definition
置 I-definition
温 I-definition
度 I-definition
可 I-definition
调 I-definition
型 I-definition
和 I-definition
设 I-definition
置 I-definition
温 I-definition
度 I-definition
固 I-definition
定 I-definition
型 I-definition
3 I-definition
. I-definition
4 I-definition
闭 I-definition
合 I-definition
元 I-definition
件 I-definition
c I-definition
l I-definition
o I-definition
s I-definition
u I-definition
r I-definition
e I-definition
m I-definition
e I-definition
m I-definition
b I-definition
e I-definition
r I-definition
阀 I-definition
总 I-definition
成 I-definition
中 I-definition
关 I-definition
断 I-definition
燃 I-definition
气 I-definition
流 I-definition
量 I-definition
的 I-definition
可 I-definition
动 I-definition
部 I-definition
件 I-definition
日 O
期 O
说 O
明 O
： O
1 O
- O
一 O
旋 O
案 O
阅 O
主 O
体 O
： O
2 O
- O
退 O
大 O
保 O
护 O
装 O
量 O
： O
2 O
- O
周 O
芯 O
： O
1 O
0 O
— O
莱 O
塞 O
■ O
主 O
出 O
气 O
口 O
： O
3 O
- O
微 O
动 O
开 O
美 O
： O
1 O
1 O
- O
工 O
艺 O
孔 O
； O
4 O
- O
螺 O
钉 O
： O
1 O
2 O
— O
气 O
量 O
预 O
调 O
装 O
置 O
： O
5 O
- O
同 O
杆 O
： O
1 O
3 O
— O
荒 O
塞 O
阀 O
芯 O
主 O
自 O
气 O
孔 O
； O
6 O
- O
弹 O
簧 O
： O
1 O
4 O
— O
旋 O
塞 O
网 O
芯 O
小 O
流 O
量 O
出 O
气 O
孔 O
： O
7 O
- O
密 O
封 O
垫 O
： O
6 O
— O
母 O
线 O
方 O
向 O
的 O
密 O
封 O
长 O
度 O
； O
8 O
- O
闽 O
主 O
体 O
进 O
气 O
口 O
： O
4 O
— O
圆 O
周 O
方 O
向 O
的 O
密 O
封 O
长 O
度 O
图 O
1 O
带 O
热 O
电 O
式 O
熄 O
火 O
保 O
护 O
装 O
置 O
、 O
微 O
动 O
开 O
关 O
的 O
闽 O
总 O
成 O
示 O
意 O
图 O
说 O
明 O
： O
1 O
- O
加 O
塞 O
阀 O
主 O
体 O
： O
2 O
- O
阀 O
芯 O
： O
3 O
- O
螺 O
钉 O
： O
4 O
- O
闵 O
行 O
： O
5 O
- O
阀 O
杆 O
弹 O
簧 O
： O
6 O
- O
驱 O
动 O
弹 O
簧 O
： O
7 O
- O
阀 O
芯 O
弹 O
簧 O
： O
8 O
- O
密 O
封 O
垫 O
： O
9 O
- O
旋 O
塞 O
主 O
进 O
气 O
口 O
： O
1 O
0 O
— O
旋 O
塞 O
阀 O
主 O
出 O
气 O
口 O
： O
1 O
1 O
— O
旋 O
塞 O
润 O
芯 O
主 O
出 O
气 O
孔 O
： O
1 O
2 O
— O
旋 O
塞 O
阀 O
芯 O
小 O
流 O
量 O
出 O
气 O
孔 O
： O
1 O
3 O
— O
能 O
需 O
阀 O
芯 O
引 O
火 O
孔 O
， O
1 O
4 O
- O
压 O
电 O
元 O
件 O
； O
1 O
． O
— O
母 O
线 O
方 O
向 O
的 O
密 O
封 O
长 O
度 O
； O
4 O
— O
圆 O
周 O
方 O
向 O
的 O
密 O
封 O
长 O
度 O
图 O
2 O
带 O
压 O
电 O
式 O
点 O
火 O
器 O
的 O
阀 O
总 O
成 O
示 O
意 O
图 O
说 O
明 O
： O
1 O
- O
能 O
塞 O
阀 O
主 O
体 O
： O
2 O
- O
阅 O
芯 O
： O
新 O
- O
4 O
- O
弹 O
簧 O
： O
5 O
- O
■ O
杆 O
： O
6 O
— O
旋 O
塞 O
润 O
主 O
进 O
气 O
口 O
： O
7 O
- O
电 O
磁 O
间 O
： O
8 O
- O
工 O
艺 O
孔 O
： O
9 O
- O
微 O
动 O
开 O
关 O
： O
1 O
0 O
- O
■ O
封 O
垫 O
： O
1 O
1 O
— O
能 O
塞 O
阀 O
主 O
出 O
气 O
口 O
： O
1 O
2 O
- O
机 O
械 O
恒 O
温 O
器 O
： O
1 O
3 O
— O
旋 O
网 O
芯 O
主 O
出 O
气 O
孔 O
： O
1 O
4 O
— O
旋 O
塞 O
阀 O
阀 O
芯 O
