中 B-name
显 I-requirement
的 I-requirement
划 I-requirement
痕 I-requirement
管 I-requirement
件 I-requirement
不 I-requirement
应 I-requirement
透 I-requirement
光 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
结 I-requirement
构 I-requirement
和 I-requirement
尺 I-requirement
寸 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
1 I-requirement
管 I-requirement
材 I-requirement
结 I-requirement
构 I-requirement
和 I-requirement
尺 I-requirement
寸 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
1 I-requirement
. I-requirement
1 I-requirement
燃 I-requirement
气 I-requirement
用 I-requirement
铝 I-requirement
合 I-requirement
金 I-requirement
衬 I-requirement
塑 I-requirement
复 I-requirement
合 I-requirement
管 I-requirement
材 I-requirement
结 I-requirement
构 I-requirement
如 I-requirement
图 I-requirement
1 I-requirement
所 I-requirement
示 I-requirement
说 I-requirement
明 I-requirement
： I-requirement
1 I-requirement
- I-requirement
铝 I-requirement
合 I-requirement
金 I-requirement
管 I-requirement
； I-requirement
2 I-requirement
- I-requirement
聚 I-requirement
乙 I-requirement
烯 I-requirement
管 I-requirement
． I-requirement
图 I-requirement
1 I-requirement
燃 I-requirement
气 I-requirement
用 I-requirement
铝 I-requirement
合 I-requirement
金 I-requirement
衬 I-requirement
塑 I-requirement
复 I-requirement
合 I-requirement
管 I-requirement
材 I-requirement
结 I-requirement
构 I-requirement
示 I-requirement
意 I-requirement
图 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
1 I-requirement
. I-requirement
2 I-requirement
管 I-requirement
材 I-requirement
长 I-requirement
度 I-requirement
一 I-requirement
般 I-requirement
为 I-requirement
4 I-requirement
m I-requirement
， I-requirement
其 I-requirement
他 I-requirement
长 I-requirement
度 I-requirement
可 I-requirement
根 I-requirement
据 I-requirement
实 I-requirement
际 I-requirement
情 I-requirement
况 I-requirement
由 I-requirement
供 I-requirement
需 I-requirement
双 I-requirement
方 I-requirement
商 I-requirement
定 I-requirement
， I-requirement
长 I-requirement
度 I-requirement
不 I-requirement
应 I-requirement
有 I-requirement
负 I-requirement
偏 I-requirement
差 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
1 I-requirement
. I-requirement
3 I-requirement
管 I-requirement
材 I-requirement
平 I-requirement
均 I-requirement
外 I-requirement
径 I-requirement
、 I-requirement
内 I-requirement
管 I-requirement
平 I-requirement
均 I-requirement
外 I-requirement
径 I-requirement
、 I-requirement
外 I-requirement
管 I-requirement
壁 I-requirement
厚 I-requirement
、 I-requirement
内 I-requirement
管 I-requirement
壁 I-requirement
厚 I-requirement
及 I-requirement
允 I-requirement
许 I-requirement
偏 I-requirement
差 I-requirement
见 I-requirement
表 I-requirement
3 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
2 I-requirement
管 I-requirement
件 I-requirement
结 I-requirement
构 I-requirement
和 I-requirement
尺 I-requirement
寸 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
2 I-requirement
. I-requirement
1 I-requirement
管 I-requirement
件 I-requirement
按 I-requirement
与 I-requirement
管 I-requirement
材 I-requirement
连 I-requirement
接 I-requirement
方 I-requirement
式 I-requirement
分 I-requirement
为 I-requirement
热 I-requirement
熔 I-requirement
承 I-requirement
插 I-requirement
连 I-requirement
接 I-requirement
管 I-requirement
件 I-requirement
和 I-requirement
电 I-requirement
熔 I-requirement
管 I-requirement
件 I-requirement
5 I-requirement
. I-requirement
2 I-requirement
. I-requirement
2 I-requirement
. I-requirement
2 I-requirement
热 I-requirement
熔 I-requirement
承 I-requirement
插 I-requirement
连 I-requirement
接 I-requirement
管 I-requirement
件 I-requirement
的 I-requirement
基 O
本 O
类 O
型 O
示 O
意 O
图 O
参 O
见 O
附 O
录 O
A O
热 O
熔 O
承 O
插 O
连 O
接 O
如 O
图 O
2 O
所 O
示 O
， O
承 O
口 O
尺 O
寸 O
与 O
相 O
应 O
公 O
称 O
直 O
径 O
应 O
符 O
合 O
表 O
4 O
的 O
规 O
定 O
6 O
试 O
验 O
方 O
法 O
6 O
. O
1 O
试 O
样 O
状 O
态 O
调 O
节 O
和 O
试 O
验 O
的 O
标 O
准 O
环 O
境 O
应 O
在 O
产 O
品 O
下 O
线 O
2 O
4 O
h O
后 O
取 O
样 O
按 O
G O
B O
／ O
T O
2 O
9 O
1 O
8 O
的 O
规 O
定 O
， O
在 O
温 O
度 O
为 O
（ O
2 O
3 O
± O
2 O
） O
℃ O
条 O
件 O
下 O
进 O
行 O
状 O
态 O
调 O
节 O
， O
调 O
节 O
时 O
间 O
不 O
少 O
于 O
4 O
h O
， O
并 O
在 O
此 O
条 O
件 O
下 O
进 O
行 O
试 O
验 O
6 O
. O
2 O
外 O
观 O
采 O
用 O
目 O
测 O
方 O
法 O
进 O
行 O
检 O
验 O
6 O
. O
3 O
尺 O
寸 O
测 O
量 O
6 O
. O
3 O
. O
1 O
长 O
度 O
用 O
精 O
度 O
为 O
1 O
m O
m O
的 O
钢 O
卷 O
尺 O
测 O
量 O
直 O
管 O
长 O
度 O
6 O
. O
3 O
. O
2 O
平 O
均 O
外 O
径 O
按 O
G O
B O
／ O
T O
8 O
8 O
0 O
6 O
的 O
规 O
定 O
进 O
行 O
测 O
量 O
6 O
. O
3 O
. O
3 O
平 O
均 O
内 O
径 O
用 O
精 O
度 O
为 O
0 O
. O
0 O
0 O
1 O
m O
m O
的 O
内 O
径 O
量 O
表 O
对 O
所 O
抽 O
试 O
样 O
逐 O
件 O
测 O
量 O
承 O
口 O
部 O
位 O
的 O
两 O
个 O
相 O
互 O
垂 O
直 O
的 O
内 O
径 O
， O
计 O
算 O
它 O
们 O
的 O
算 O
术 O
平 O
均 O
值 O
， O
为 O
平 O
均 O
内 O
径 O
6 O
. O
3 O
. O
4 O
壁 O
厚 O
及 O
偏 O
差 O
按 O
G O
B O
／ O
T O
8 O
8 O
0 O
6 O
的 O
规 O
定 O
进 O
行 O
测 O
量 O
6 O
. O
3 O
. O
5 O
不 O
圆 O
度 O
按 O
G O
B O
／ O
T O
8 O
8 O
0 O
6 O
的 O
规 O
定 O
测 O
量 O
同 O
一 O
断 O
面 O
的 O
最 O
大 O
外 O
径 O
和 O
最 O
小 O
外 O
径 O
， O
最 O
大 O
外 O
径 O
减 O
最 O
小 O
外 O
径 O
为 O
不 O
圆 O
度 O
6 O
. O
3 O
， O
6 O
管 O
件 O
熔 O
接 O
承 O
口 O
的 O
深 O
度 O
管 O
件 O
的 O
承 O
口 O
深 O
度 O
用 O
精 O
度 O
为 O
0 O
. O
0 O
2 O
m O
m O
的 O
游 O
标 O
卡 O
尺 O
对 O
所 O
抽 O
试 O
样 O
逐 O
件 O
测 O
量 O
6 O
. O
4 O
静 O
液 O
压 O
试 O
验 O
按 O
G O
B O
／ O
T O
6 O
1 O
1 O
1 O
的 O
规 O
定 O
进 O
行 O
试 O
验 O
6 O
. O
5 O
电 O
熔 O
管 O
件 O
的 O
熔 O
接 O
强 O
度 O
按 O
G O
B O
1 O
5 O
5 O
5 O
8 O
. O
2 O
的 O
规 O
定 O
进 O
行 O
试 O
验 O
6 O
. O
6 O
热 O
稳 O
定 O
性 O
按 O
G O
B O
／ O
T O
1 O
7 O
3 O
9 O
1 O
的 O
规 O
定 O
进 O
行 O
试 O
验 O
6 O
. O
7 O
耐 O
气 O
体 O
组 O
分 O
按 O
G O
B O
1 O
5 O
5 O
5 O
8 O
. O
1 O
的 O
规 O
定 O
进 O
行 O
试 O
验 O
6 O
. O
8 O
熔 O
体 O
质 O
量 O
流 O
动 O
速 O
率 O
按 O
G O
B O
／ O
T O
3 O
6 O
8 O
2 O
的 O
规 O
定 O
进 O
行 O
试 O
验 O
6 O
. O
9 O
内 O
管 O
纵 O
向 O
回 O
缩 O
率 O
按 O
G O
B O
／ O
T O
6 O
