中 B-name
且 I-definition
表 I-definition
面 I-definition
通 I-definition
常 I-definition
会 I-definition
有 I-definition
冷 I-definition
凝 I-definition
水 I-definition
产 I-definition
生 I-definition
的 I-definition
用 I-definition
于 I-definition
热 I-definition
量 I-definition
交 I-definition
换 I-definition
的 I-definition
热 I-definition
交 I-definition
换 I-definition
器 I-definition
3 I-definition
. I-definition
4 I-definition
一 I-definition
体 I-definition
式 I-definition
冷 I-definition
凝 I-definition
热 I-definition
交 I-definition
换 I-definition
器 I-definition
i I-definition
n I-definition
t I-definition
e I-definition
g I-definition
r I-definition
a I-definition
t I-definition
e I-definition
d I-definition
c I-definition
o I-definition
n I-definition
d I-definition
e I-definition
n I-definition
s I-definition
i I-definition
n I-definition
g I-definition
h I-definition
e I-definition
a I-definition
t I-definition
e I-definition
x I-definition
c I-definition
h I-definition
a I-definition
n I-definition
g I-definition
e I-definition
r I-definition
结 I-definition
构 I-definition
上 I-definition
高 I-definition
温 I-definition
段 I-definition
与 I-definition
冷 I-definition
凝 I-definition
段 I-definition
为 I-definition
一 I-definition
体 I-definition
的 I-definition
热 I-definition
交 I-definition
换 I-definition
器 I-definition
3 I-definition
. I-definition
5 I-definition
供 I-definition
水 I-definition
压 I-definition
力 I-definition
w I-definition
a I-definition
t I-definition
e I-definition
r I-definition
s I-definition
u I-definition
p I-definition
p I-definition
l I-definition
y I-definition
p I-definition
r I-definition
e I-definition
s I-definition
s I-definition
u I-definition
r I-definition
e I-definition
正 I-definition
常 I-definition
使 I-definition
用 I-definition
时 I-definition
在 I-definition
热 I-definition
交 I-definition
换 I-definition
器 I-definition
进 I-definition
水 I-definition
口 I-definition
处 I-definition
测 I-definition
得 I-definition
的 I-definition
相 I-definition
对 I-definition
静 I-definition
压 I-definition
力 I-definition
3 I-definition
. I-definition
6 I-definition
水 I-definition
流 I-definition
通 I-definition
量 I-definition
l I-definition
i I-definition
q I-definition
u I-definition
i I-definition
d I-definition
f I-definition
l I-definition
u I-definition
x I-definition
在 I-definition
0 I-definition
. I-definition
1 I-definition
M I-definition
P I-definition
a I-definition
供 I-definition
水 I-definition
压 I-definition
力 I-definition
下 I-definition
， I-definition
单 I-definition
位 I-definition
时 I-definition
间 I-definition
内 I-definition
通 I-definition
过 I-definition
热 I-definition
交 I-definition
换 I-definition
器 I-definition
的 I-definition
水 I-definition
量 I-definition
4 O
分 O
类 O
及 O
型 O
号 O
4 O
. O
1 O
分 O
类 O
4 O
. O
1 O
. O
1 O
按 O
用 O
途 O
分 O
类 O
热 O
交 O
换 O
器 O
按 O
照 O
其 O
用 O
途 O
分 O
为 O
热 O
水 O
器 O
热 O
交 O
换 O
器 O
和 O
采 O
暖 O
炉 O
热 O
交 O
换 O
器 O
， O
分 O
别 O
用 O
字 O
母 O
“ O
S O
” O
和 O
“ O
N O
” O
表 O
示 O
4 O
. O
1 O
. O
2 O
按 O
接 O
触 O
烟 O
气 O
的 O
温 O
度 O
分 O
类 O
热 O
交 O
换 O
器 O
按 O
其 O
接 O
触 O
烟 O
气 O
温 O
度 O
的 O
高 O
低 O
分 O
为 O
高 O
温 O
段 O
热 O
交 O
换 O
器 O
、 O
冷 O
凝 O
段 O
热 O
交 O
换 O
器 O
、 O
一 O
体 O
式 O
冷 O
凝 O
热 O
交 O
换 O
器 O
， O
分 O
别 O
用 O
字 O
母 O
“ O
G O
” O
、 O
“ O
L O
” O
和 O
“ O
T O
” O
表 O
示 O
4 O
. O
1 O
. O
3 O
按 O
水 O
路 O
通 O
道 O
分 O
类 O
按 O
热 O
交 O
换 O
器 O
的 O
水 O
路 O
通 O
道 O
分 O
为 O
单 O
通 O
道 O
型 O
和 O
双 O
通 O
道 O
型 O
， O
分 O
别 O
用 O
字 O
母 O
“ O
D O
” O
和 O
“ O
S O
” O
表 O
示 O
4 O
. O
2 O
型 O
号 O
4 O
. O
2 O
. O
1 O
型 O
号 O
编 O
制 O
特 O
征 O
和 O
序 O
号 O
（ O
自 O
定 O
义 O
） O
额 O
定 O
热 O
输 O
入 O
（ O
单 O
位 O
为 O
k O
W O
的 O
整 O
数 O
值 O
） O
单 O
通 O
道 O
（ O
D O
） O
／ O
双 O
通 O
道 O
（ O
S O
） O
高 O
温 O
段 O
（ O
G O
） O
／ O
冷 O
凝 O
段 O
（ O
L O
） O
／ O
一 O
体 O
式 O
（ O
T O
） O
用 O
途 O
（ O
热 O
水 O
器 O
（ O
S O
） O
／ O
采 O
暖 O
炉 O
（ O
N O
） O
） O
热 O
交 O
换 O
器 O
（ O
R O
J O
） O
4 O
. O
2 O
. O
2 O
型 O
号 O
示 O
例 O
冷 O
凝 O
式 O
燃 O
气 O
热 O
水 O
器 O
用 O
额 O
定 O
热 O
输 O
入 O
为 O
2 O
4 O
k O
W O
的 O
冷 O
凝 O
段 O
热 O
交 O
换 O
器 O
表 O
示 O
为 O
： O
R O
J O
S O
L O
— O
2 O
4 O
5 O
结 O
构 O
及 O
材 O
料 O
5 O
. O
1 O
结 O
构 O
5 O
. O
1 O
. O
1 O
热 O
交 O
换 O
器 O
部 O
件 O
应 O
有 O
足 O
够 O
的 O
强 O
度 O
在 O
正 O
常 O
安 O
装 O
和 O
使 O
用 O
时 O
不 O
应 O
发 O
生 O
破 O
坏 O
或 O
变 O
形 O
5 O
. O
1 O
. O
2 O
热 O
交 O
换 O
器 O
在 O
进 O
行 O
化 O
学 O
防 O
腐 O
蚀 O
处 O
理 O
时 O
应 O
避 O
免 O
残 O
留 O
有 O
毒 O
物 O
质 O
， O
在 O
使 O
用 O
过 O
程 O
中 O
不 O
应 O
因 O
受 O
热 O
而 O
析 O
出 O
有 O
毒 O
物 O
质 O
5 O
. O
1 O
. O
3 O
设 O
有 O
过 O
热 O
保 O
护 O
装 O
置 O
的 O
热 O
交 O
换 O
器 O
应 O
保 O
证 O
安 O
装 O
部 O
位 O
与 O
过 O
热 O
保 O
护 O
装 O
置 O
之 O
间 O
有 O
良 O
好 O
的 O
传 O
热 O
性 O
能 O
5 O
. O
1 O
. O
4 O
热 O
交 O
换 O
器 O
与 O
水 O
阀 O
或 O
其 O
他 O
部 O
件 O
应 O
有 O
可 O
靠 O
的 O
连 O
接 O
， O
螺 O
纹 O
连 O
接 O
时 O
应 O
符 O
合 O
G O
B O
／ O
T O
7 O
3 O
0 O
6 O
（ O
所 O
有 O
部 O
分 O
） O
和 O
G O
B O
／ O
T O
7 O
3 O
0 O
7 O
规 O
定 O
5 O
. O
1 O
. O
5 O
热 O
交 O
换 O
器 O
应 O
设 O
计 O
为 O
可 O
用 O
通 O
用 O
工 O
具 O
方 O
便 O
拆 O
装 O
、 O
维 O
修 O
5 O
. O
2 O
材 O
料 O
5 O
. O
2 O
. O
1 O
热 O
交 O
换 O
器 O
应 O
采 O
用 O
耐 O
腐 O
蚀 O
、 O
熔 O
点 O
大 O
于 O
7 O
0 O
0 O
℃ O
的 O
金 O
属 O
材 O
料 O
5 O
. O
2 O
. O
2 O
与 O
水 O
接 O
触 O
的 O
材 O
料 O
， O
在 O
其 O
使 O
用 O
寿 O
命 O
内 O
， O
应 O
保 O
证 O
不 O
受 O
腐 O
蚀 O
影 O
响 O
， O
应 O
能 O
承 O
受 O
机 O
械 O
、 O
化 O
学 O
和 O
热 O
的 O
影 O
响 O
， O
且 O
不 O
应 O
与 O
水 O
发 O
生 O
反 O
应 O
析 O
出 O
有 O
害 O
人 O
体 O
的 O
物 O
质 O
5 O
. O
2 O
. O
3 O
与 O
冷 O
凝 O
液 O
接 O
触 O
的 O
材 O
料 O
应 O
耐 O
腐 O
蚀 O
或 O
采 O
用 O
耐 O
腐 O
蚀 O
的 O
涂 O
层 O
防 O
护 O
6 B-requirement
要 I-requirement
求 I-requirement
6 I-requirement
. I-requirement
1 I-requirement
外 I-requirement
观 I-requirement
热 I-requirement
交 I-requirement
换 I-requirement
器 I-requirement
